N°	Client	Type	ERP	Effectif	Avocats_Associes	Avocats_Collaborateurs	Secretaires	Assistants_Juridiques	Juristes	Informatique	RH	Communication	Documentation	Comptabilite	Departement
5978	BLANCHARD CONSEILS	Prospect	PolyOffice	2	1	0	1	0	0	0	0	0	0	0	67
5979	RENAUD CIVIL (13015)	Client	NEO	20	5	4	5	3	1	0	1	1	0	0	13
5980	GARNIER , JOLY	Client	NEO	5	2	1	0	0	2	0	0	0	0	0	75
5981	DUBOIS	Client	NEO	7	2	2	1	0	0	0	2	0	0	0	2A
5982	MEUNIER Pascal	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	13
5983	MARIE	Client	NEO	13	3	3	4	2	0	0	0	0	1	0	67
5984	SELARL DUMAS BARBIER THOMAS DURAND	Prospect	PolyOffice	2	1	1	0	0	0	0	0	0	0	0	59
5985	JOLY	Client	ADAPPS	2	1	1	0	0	0	0	0	0	0	0	94
5986	GERARD CIVIL (13010)	Prospect	PolyOffice	1	1	0	0	0	0	0	0	0	0	0	94
5987	NICOLAS Nicole	Prospect	AvocatOnline	7	2	2	2	1	0	0	0	0	0	0	75
5988	LEROY - DENIS	Prospect	Kléos	1	1	0	0	0	0	0	0	0	0	0	65
5989	PAYET Christophe	Prospect	Kléos	10	3	2	3	2	0	0	0	0	0	0	92
5990	JOLY & NGUYEN	Client	NEO	25	5	4	9	5	1	0	0	0	0	1	63
5991	PAYET	Client	NEO	47	8	7	11	17	2	0	0	1	0	1	60
5992	NOEL LAW FIRM	Prospect	PolyOffice	1	1	0	0	0	0	0	0	0	0	0	49
5993	SCP FOURNIER MARTIN	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	75
5994	NGUYEN Christophe	Prospect	Jarvis	7	2	2	1	0	0	0	1	0	1	0	92
5995	MORIN Patricia	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	75
5996	PAUL	Prospect	Clématis	21	4	4	9	4	0	0	0	0	0	0	95
5997	GUILLOT SOCIAL NANCY	Client	AIR	8	2	2	1	1	0	2	0	0	0	0	75
5998	BRUN COMMERCIAL (13013)	Client	NEO	4	2	2	0	0	0	0	0	0	0	0	75
5999	ROCHE ET PERRIN	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	79
6000	GARCIA	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	44
6001	MARCHAND , MEYER	Prospect	AvocatOnline	11	3	2	2	4	0	0	0	0	0	0	18
6002	MICHEL CONSEIL	Client	NEO	6	2	2	1	0	0	0	0	0	1	0	75
6004	GAUTIER, PETIT, FONTAINE ET ASSOCIES	Prospect	AvocatOnline	8	2	2	2	0	0	1	0	1	0	0	81
6005	NGUYEN Pascal	Client	NEO	23	4	4	10	4	1	0	0	0	0	0	75
6006	SCP GAUTHIER ANDRE ANDRE	Prospect	Jarvis	2	1	0	1	0	0	0	0	0	0	0	57
6007	CLEMENT	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	75
6008	BRUNET SOCIAL (69009)	Client	AIR	22	4	3	9	4	1	0	0	0	0	1	37
6009	FABRE EXPERTISE NANTES	Prospect	PolyOffice	1	1	0	0	0	0	0	0	0	0	0	75
6010	JOLY Alain	Prospect	Clématis	4	2	2	0	0	0	0	0	0	0	0	92
6011	DURAND JURIDIQUE	Prospect	AvocatOnline	24	5	4	9	4	2	0	0	0	0	0	57
6012	MEUNIER ET CASTEL	Client	NEO	4	2	0	0	2	0	0	0	0	0	0	69
6013	SCP LUCAS RENAUD	Prospect	Clématis	2	1	0	1	0	0	0	0	0	0	0	33
6014	MARTINEZ	Client	ADAPPS	2	1	1	0	0	0	0	0	0	0	0	75
6015	BLANCHARD Isabelle	Client	AIR	14	4	3	4	2	0	0	1	0	0	0	89
6016	ANDRE	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	19
6017	SCP ROBERT CARON	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	10
6018	ANDRE Marc	Client	AIR	33	6	5	12	7	1	0	0	0	1	1	76
6019	DAVID Jacques	Client	AIR	7	2	2	1	0	0	0	0	2	0	0	75
6020	MARTINEZ PENAL (13010)	Client	NEO	4	2	2	0	0	0	0	0	0	0	0	13
6021	MARCHAND	Client	NEO	7	2	2	2	1	0	0	0	0	0	0	75
6022	JOLY, ROCHE, LUCAS & ASSOCIES	Client	ADAPPS	1	1	0	0	0	0	0	0	0	0	0	57
6023	NICOLAS , DUBOIS	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	75
6024	SCP MARIE PEREZ GUERIN	Client	NEO	7	2	2	1	0	0	0	0	2	0	0	35
6025	DENIS & ROBERT	Client	AIR	8	2	2	3	1	0	0	0	0	0	0	39
6026	RENARD - GUERIN	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	75
6027	RENARD JURIDIQUE	Client	ADAPPS	9	2	2	2	1	0	0	2	0	0	0	75
6028	PEREZ CONSEIL	Prospect	PolyOffice	9	2	2	1	1	0	1	1	1	0	0	92
6029	FONTAINE ET ASSOCIES	Client	NEO	5	2	1	0	2	0	0	0	0	0	0	35
6030	MAURY , LUCAS	Client	NEO	14	3	3	4	2	1	0	0	1	0	0	41
6031	JOLY CABINET	Client	NEO	11	3	2	2	4	0	0	0	0	0	0	93
6032	JEAN Agnès	Client	NEO	10	3	2	4	1	0	0	0	0	0	0	14
6033	ROUSSEAU	Client	AIR	2	1	0	1	0	0	0	0	0	0	0	83
6034	MULLER CABINET	Client	NEO	14	3	3	4	2	1	0	0	1	0	0	84
6035	MERCIER	Prospect	AvocatOnline	18	4	3	5	3	1	1	0	1	0	0	92
6036	CHARLES	Prospect	AvocatOnline	23	4	4	9	4	1	1	0	0	0	0	69
6037	CLEMENT CONSEIL	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	94
6038	DUMAS & MORIN	Client	AIR	7	2	2	1	2	0	0	0	0	0	0	78
6039	NOEL	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	94
6040	BONNET - CARON	Prospect	PolyOffice	1	1	0	0	0	0	0	0	0	0	0	13
6041	NOEL, FERNANDEZ, LOUIS & ASSOCIES	Client	NEO	6	2	2	1	0	0	1	0	0	0	0	92
6042	FABRE & MORIN	Client	NEO	4	2	2	0	0	0	0	0	0	0	0	75
6043	NGUYEN Daniel	Client	AIR	2	1	0	1	0	0	0	0	0	0	0	13
6044	MARTIN	Client	NEO	16	3	3	7	3	0	0	0	0	0	0	92
6045	MORIN	Client	NEO	5	2	2	1	0	0	0	0	0	0	0	37
6046	ROUSSEL CABINET	Prospect	Kléos	2	1	0	1	0	0	0	0	0	0	0	33
6047	JOLY & FABRE	Client	NEO	9	3	2	1	1	0	0	0	2	0	0	55
6048	RICHARD	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	34
6049	CLEMENT Pierre	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	69
6050	FRANCOIS Brigitte	Client	AIR	22	5	4	4	7	1	0	0	0	1	0	06
6051	ANDRE EXPERTISE FONTAINEBLEAU	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	75
6052	SCP RICHARD FRANCOIS	Client	NEO	14	3	3	3	2	0	0	1	1	1	0	75
6053	GAUTHIER	Prospect	Jarvis	2	1	1	0	0	0	0	0	0	0	0	33
6054	MOREL Patrick	Client	NEO	8	2	2	3	1	0	0	0	0	0	0	54
6055	FABRE ET DUPONT	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	71
6056	MARCHAND & ROUSSEAU	Prospect	Kléos	1	1	0	0	0	0	0	0	0	0	0	66
6057	DUFOUR Christian	Client	NEO	8	2	2	3	1	0	0	0	0	0	0	94
6058	FONTAINE ET LEROUX	Client	NEO	10	3	2	4	1	0	0	0	0	0	0	44
6059	BONNET ET ASSOCIES	Client	NEO	16	3	3	6	3	0	0	0	0	0	1	57
6060	ANDRE LEGAL	Prospect	AvocatOnline	2	1	0	1	0	0	0	0	0	0	0	67
6061	DURAND	Client	NEO	25	5	4	10	4	1	0	0	0	0	1	35
6062	DUPONT CONSEILS	Prospect	PolyOffice	9	3	2	3	1	0	0	0	0	0	0	92
6063	THOMAS, MARIE, FRANCOIS & ASSOCIES	Prospect	Clématis	15	4	3	5	2	0	0	0	0	1	0	92
6064	CARON Claude	Prospect	Kléos	13	3	3	3	2	0	0	0	1	1	0	76
6065	LECLERC Valérie	Prospect	Clématis	2	1	0	1	0	0	0	0	0	0	0	75
6066	LUCAS	Prospect	Clématis	1	1	0	0	0	0	0	0	0	0	0	31
6067	LEROY, DURAND, MARCHAND & ASSOCIES	Client	NEO	2	1	0	1	0	0	0	0	0	0	0	75
6068	FABRE	Prospect	AvocatOnline	8	2	2	2	1	0	0	0	0	1	0	93
6069	LAMBERT ET PERRIN	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	92
6070	DUBOIS	Client	AIR	5	2	0	1	0	2	0	0	0	0	0	84
6071	FAURE	Client	NEO	2	1	0	1	0	0	0	0	0	0	0	93
6072	DUMONT	Client	NEO	8	2	2	2	0	0	1	0	1	0	0	85
6073	FRANCOIS	Prospect	AvocatOnline	13	3	2	4	2	1	0	1	0	0	0	92
6074	GIRAUD	Prospect	AvocatOnline	25	5	4	10	4	1	0	0	1	0	0	92
6075	PAYET , MATHIEU	Prospect	Jarvis	1	1	0	0	0	0	0	0	0	0	0	54
6076	PERRIN LAW FIRM	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	14
6077	SCP FONTAINE SIMON LOUIS HENRY	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	57
6078	BRUNET SOCIAL (13003)	Client	AIR	28	5	5	11	5	1	0	0	0	0	1	92
6079	JOLY	Client	NEO	5	2	0	0	2	1	0	0	0	0	0	75
6080	BRUNET	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	75
6081	MASSON Claude	Client	NEO	9	3	2	3	1	0	0	0	0	0	0	33
6082	COLIN, DAVID, LEMAIRE & ASSOCIES	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	09
6083	PIERRE, GAUTIER, MARTIN & ASSOCIES	Client	NEO	2	1	0	1	0	0	0	0	0	0	0	75
6084	COLIN	Prospect	PolyOffice	1	1	0	0	0	0	0	0	0	0	0	75
6085	LEROY, ROY, JEAN & ASSOCIES	Prospect	Kami	1	1	0	0	0	0	0	0	0	0	0	41
6086	LOUIS	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	81
6087	FONTAINE	Client	NEO	7	2	2	1	0	0	0	1	1	0	0	40
6088	MARCHAND JURIDIQUE	Prospect	PolyOffice	1	1	0	0	0	0	0	0	0	0	0	46
6089	BRUN	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	67
6090	JOLY	Prospect	Clématis	6	2	2	1	0	0	0	1	0	0	0	69
6091	PHILIPPE JURISTES	Prospect	Kami	2	1	0	1	0	0	0	0	0	0	0	54
6092	ROUSSEL DROIT BORDEAUX	Prospect	AvocatOnline	3	2	1	0	0	0	0	0	0	0	0	93
6093	MICHEL Sébastien	Client	NEO	8	2	2	3	1	0	0	0	0	0	0	76
6094	SELARL MOREAU DURAND NGUYEN	Client	NEO	6	2	1	2	1	0	0	0	0	0	0	75
6095	NICOLAS	Client	NEO	3	2	1	0	0	0	0	0	0	0	0	25
6096	SCP ALEXANDRE GAUTHIER PAYET GARNIER	Prospect	Kléos	1	1	0	0	0	0	0	0	0	0	0	75
6097	SCP JOLY ADAM	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	54
6098	CABINET LEROUX ALEXANDRE ROUX LECOMTE	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	31
6099	PIERRE , SANCHEZ	Client	ADAPPS	22	4	4	8	5	1	0	0	0	0	0	92
6100	BONNET	Client	NEO	2	1	0	1	0	0	0	0	0	0	0	92
6101	JOLY, MASSON, RENAUD & ASSOCIES	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	69
6102	SELARL GARNIER COLIN	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	69
6103	HENRY, SCHMITT, RENARD PARTNERS	Client	NEO	21	4	4	8	3	1	0	0	0	1	0	95
6104	CABINET LEMAIRE HENRY ROBERT	Prospect	PolyOffice	82	14	13	13	25	8	2	2	1	1	3	86
6105	BENOIT CONSEIL TOURS	Client	AIR	20	4	3	9	3	1	0	0	0	0	0	75
6106	ANDRE JURIDIQUE	Prospect	Clématis	4	2	0	2	0	0	0	0	0	0	0	06
6107	SCP ROBIN BRUN DUMAS	Prospect	Kléos	3	2	1	0	0	0	0	0	0	0	0	83
6108	PHILIPPE	Client	NEO	8	2	2	1	1	0	0	0	0	2	0	44
6109	NGUYEN	Client	ADAPPS	8	2	2	1	1	0	1	1	0	0	0	50
6110	FONTAINE Christine	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	75
6111	JEAN LEGAL	Prospect	PolyOffice	35	6	5	16	6	1	0	0	0	0	1	94
6112	RENARD	Client	NEO	10	3	2	2	3	0	0	0	0	0	0	68
6113	ROGER	Prospect	PolyOffice	4	2	2	0	0	0	0	0	0	0	0	14
6114	CHEVALIER EXPERTISE	Prospect	PolyOffice	13	3	3	4	2	0	0	0	1	0	0	75
6115	LEGRAND	Prospect	AvocatOnline	6	2	1	2	1	0	0	0	0	0	0	76
6116	CABINET LEFEVRE LAMBERT NOEL	Prospect	PolyOffice	2	1	0	1	0	0	0	0	0	0	0	59
6117	SELARL BOYER PIERRE DENIS CHARLES	Client	AIR	2	1	0	1	0	0	0	0	0	0	0	84
6118	LEFEBVRE SCP	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	24
6119	NGUYEN EXPERTISE ANGERS	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	13
6120	BENOIT FISCAL MONTPELLIER	Client	ADAPPS	12	3	2	4	1	1	0	0	1	0	0	37
6121	LUCAS - VINCENT	Client	NEO	18	4	4	6	3	0	0	1	0	0	0	94
6122	MARIE & GUERIN	Client	NEO	2	1	0	1	0	0	0	0	0	0	0	31
6123	SELARL NOEL JOLY	Prospect	PolyOffice	4	2	2	0	0	0	0	0	0	0	0	92
6124	SIMON CONSEILS	Prospect	PolyOffice	1	1	0	0	0	0	0	0	0	0	0	72
6125	SCP LEBRUN HENRY CHARLES CASTEL	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	75
6126	DUPONT CABINET	Prospect	Kléos	5	2	1	0	2	0	0	0	0	0	0	66
6127	GUILLOT LAW FIRM	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	54
6128	LEMAIRE	Client	AIR	5	2	3	0	0	0	0	0	0	0	0	44
6129	VINCENT Martine	Prospect	Kléos	1	1	0	0	0	0	0	0	0	0	0	75
6130	JEAN COMMERCIAL (13005)	Prospect	PolyOffice	5	2	2	1	0	0	0	0	0	0	0	92
6131	BARBIER - BOYER	Prospect	Kami	18	4	4	5	2	1	0	1	1	0	0	75
6132	PIERRE SOCIAL BLOIS	Client	NEO	44	7	7	21	7	1	0	0	0	0	1	13
6133	MOREAU SELARL	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	75
6134	MARIE Corinne	Client	NEO	24	4	4	9	4	1	0	0	0	1	1	87
6135	DUFOUR	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	92
6136	RICHARD Laurent	Prospect	PolyOffice	4	2	0	0	1	1	0	0	0	0	0	68
6137	SCP DURAND DUMAS	Client	AIR	5	2	1	0	0	2	0	0	0	0	0	45
6138	PAUL Dominique	Client	NEO	4	2	0	2	0	0	0	0	0	0	0	44
6139	BLANC - ROUSSEAU	Client	NEO	91	16	15	23	12	16	2	2	1	1	3	08
6140	GARCIA & ASSOCIES	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	75
6141	PAUL ET ASSOCIES	Prospect	AvocatOnline	10	2	2	3	2	1	0	0	0	0	0	76
6142	CABINET LECLERC FONTAINE	Client	NEO	31	6	5	6	11	1	0	1	0	0	1	93
6143	ROBERT Vincent	Client	NEO	22	5	4	4	6	1	1	0	0	1	0	57
6144	BARBIER, CHARLES, GARNIER PARTNERS	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	75
6145	GIRARD LEGAL (13004)	Prospect	PolyOffice	22	4	4	8	3	1	0	1	0	0	1	75
6146	BRUNET	Client	AIR	22	4	4	8	4	1	0	1	0	0	0	94
6147	ROGER , RENARD	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	75
6148	SELARL COLIN ALEXANDRE NICOLAS	Prospect	Jarvis	7	2	2	2	1	0	0	0	0	0	0	87
6149	CARON - RICHARD	Client	AIR	8	2	2	1	1	0	1	1	0	0	0	2A
6150	MASSON Céline	Client	ADAPPS	1	1	0	0	0	0	0	0	0	0	0	93
6151	FOURNIER , ROUSSEL	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	69
6152	ROUX ET ROBERT	Client	AIR	3	2	1	0	0	0	0	0	0	0	0	27
6153	LEBRUN	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	93
6154	GERARD & LAMBERT	Client	NEO	2	1	0	1	0	0	0	0	0	0	0	94
6155	DUBOIS	Prospect	PolyOffice	1	1	0	0	0	0	0	0	0	0	0	92
6156	DURAND	Client	NEO	5	2	1	0	1	1	0	0	0	0	0	06
6157	PIERRE EXPERTISE	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	92
6158	LECOMTE SCP	Client	NEO	11	3	2	4	1	0	0	0	0	1	0	13
6159	ROGER IMMOBILIER PONTOISE	Prospect	AvocatOnline	4	2	0	2	0	0	0	0	0	0	0	78
6160	LECLERC Nathalie	Client	AIR	6	2	1	2	1	0	0	0	0	0	0	75
6161	CLEMENT ADMINISTRATIF BELFORT	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	13
6162	GUERIN LAW FIRM	Client	AIR	5	2	3	0	0	0	0	0	0	0	0	75
6163	MORIN FISCAL (13006)	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	90
6164	DURAND, DUFOUR, LOPEZ PARTNERS	Client	NEO	28	5	4	12	5	2	0	0	0	0	0	38
6165	BONNET	Prospect	AvocatOnline	5	2	1	0	0	2	0	0	0	0	0	06
6166	DAVID	Prospect	AvocatOnline	23	4	4	5	7	1	1	0	0	0	1	06
6167	SCHMITT Claude	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	34
6168	BARBIER COMMERCIAL LYON	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	75
6169	CABINET BONNET DUFOUR	Prospect	Kami	2	1	1	0	0	0	0	0	0	0	0	13
6170	CHEVALIER ET BOYER	Prospect	AvocatOnline	8	3	2	2	1	0	0	0	0	0	0	75
6171	ANDRE & LEBRUN	Client	ADAPPS	8	2	2	1	1	0	0	0	0	2	0	31
6172	FABRE	Prospect	PolyOffice	5	2	2	1	0	0	0	0	0	0	0	75
6173	GUILLOT ET ASSOCIES	Prospect	AvocatOnline	7	2	2	1	0	0	1	1	0	0	0	90
6174	PEREZ AVOCATS	Client	AIR	22	5	4	8	3	1	0	1	0	0	0	76
6175	MARIE	Prospect	PolyOffice	1	1	0	0	0	0	0	0	0	0	0	95
6176	MARTINEZ	Client	NEO	7	2	2	2	1	0	0	0	0	0	0	33
6177	ROUX ET ASSOCIES	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	92
6178	SCP FERNANDEZ BERNARD	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	69
6179	PHILIPPE - MARTIN	Prospect	Jarvis	13	3	2	5	2	1	0	0	0	0	0	75
6180	COLIN LAW FIRM	Prospect	PolyOffice	3	2	1	0	0	0	0	0	0	0	0	2A
6181	DUBOIS Nathalie	Prospect	AvocatOnline	8	2	2	0	1	0	1	1	1	0	0	79
6182	SANCHEZ ADMINISTRATIF MEAUX	Prospect	Clématis	1	1	0	0	0	0	0	0	0	0	0	75
6183	ROBIN CONSEIL	Prospect	AvocatOnline	10	3	2	2	1	0	0	0	1	1	0	75
6184	RENAUD ET MERCIER	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	75
6185	DUMONT	Client	AIR	4	2	2	0	0	0	0	0	0	0	0	94
6186	ANDRE AVOCATS	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	69
6187	PAUL	Prospect	Clématis	12	3	2	5	2	0	0	0	0	0	0	44
6188	SELARL LOPEZ CASTEL ROUX	Client	ADAPPS	2	1	1	0	0	0	0	0	0	0	0	13
6189	SELARL JOLY MAURY	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	75
6190	GARCIA & ADAM	Client	NEO	72	12	11	12	20	9	2	2	1	1	2	93
6191	LUCAS SELARL	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	88
6192	LOPEZ Frédéric	Prospect	PolyOffice	1	1	0	0	0	0	0	0	0	0	0	14
6193	LAMBERT JURIDIQUE	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	75
6194	SELARL ROCHE GERARD LECOMTE	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	18
6195	ROGER FAMILLE CHARTRES	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	75
6196	SELARL GAUTHIER GIRAUD JOLY	Client	NEO	19	4	3	6	3	1	1	1	0	0	0	31
6197	LECOMTE ET ASSOCIES	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	93
6198	DUPONT COMMERCIAL (13002)	Prospect	Jarvis	5	2	3	0	0	0	0	0	0	0	0	38
6199	BARBIER ET FABRE	Client	AIR	49	8	7	21	8	3	0	1	0	0	1	75
6200	PIERRE CONSEIL DIJON	Client	NEO	5	2	2	1	0	0	0	0	0	0	0	93
6201	CHEVALIER, PEREZ, LEROUX ET ASSOCIES	Prospect	Kléos	8	2	2	1	1	0	2	0	0	0	0	38
6202	SCP DUBOIS BRUN ROCHE MORIN	Prospect	Kléos	3	2	1	0	0	0	0	0	0	0	0	75
6203	FAURE	Client	NEO	2	1	0	1	0	0	0	0	0	0	0	75
6204	DUVAL PARTNERS	Client	NEO	12	3	3	3	2	0	1	0	0	0	0	13
6205	LECOMTE	Client	AIR	9	3	2	2	1	0	1	0	0	0	0	92
6206	LECOMTE	Prospect	Jarvis	9	2	2	3	2	0	0	0	0	0	0	75
6207	BRUNET	Prospect	Kléos	1	1	0	0	0	0	0	0	0	0	0	07
6208	SCP DUFOUR LEMAIRE SCHMITT	Prospect	Kléos	1	1	0	0	0	0	0	0	0	0	0	15
6209	BARBIER, ROGER, FRANCOIS & ASSOCIES	Client	AIR	15	3	3	4	2	0	0	1	1	1	0	75
6210	SANCHEZ David	Prospect	Clématis	5	2	1	2	0	0	0	0	0	0	0	06
6211	SELARL MICHEL MARTINEZ BONNET FERNANDEZ	Prospect	Kami	21	4	4	9	3	0	0	0	0	0	1	08
6212	DUMONT	Prospect	AvocatOnline	16	3	3	7	2	1	0	0	0	0	0	75
6213	CABINET MORIN MULLER PIERRE DUPONT	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	31
6214	LECOMTE EXPERTISE (13015)	Prospect	Clématis	7	2	2	2	0	0	0	0	0	1	0	24
6215	SCP LAMBERT NICOLAS ANDRE BERTRAND	Prospect	Clématis	6	2	2	1	0	0	0	1	0	0	0	08
6216	SCP ANDRE GERARD ROBIN SIMON	Client	NEO	2	1	0	1	0	0	0	0	0	0	0	18
6217	FONTAINE, CLEMENT, DAVID PARTNERS	Prospect	PolyOffice	2	1	1	0	0	0	0	0	0	0	0	75
6218	SELARL FOURNIER BONNET	Client	AIR	7	2	2	1	0	0	0	0	2	0	0	75
6219	ADAM JURIDIQUE	Client	AIR	6	2	2	0	0	0	1	1	0	0	0	34
6220	DURAND	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	69
6221	CABINET CHEVALIER PHILIPPE	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	38
6222	CHARLES	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	69
6223	CABINET FRANCOIS LOPEZ	Client	AIR	8	2	2	1	1	0	0	2	0	0	0	69
6224	SANCHEZ	Client	NEO	7	2	2	1	0	0	1	0	0	1	0	69
6225	GERARD	Client	NEO	16	4	3	4	2	0	0	1	1	1	0	13
6226	LEROUX - ROBIN	Client	NEO	16	3	3	7	2	1	0	0	0	0	0	95
6227	CABINET MERCIER LEFEVRE DURAND ROBIN	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	75
6228	ADAM ET GAUTHIER	Client	AIR	3	2	1	0	0	0	0	0	0	0	0	75
6229	GIRAUD ET GAUTHIER	Client	NEO	12	3	3	4	2	0	0	0	0	0	0	59
6230	PIERRE	Client	AIR	6	2	1	1	0	0	0	2	0	0	0	75
6231	SELARL GUILLOT RICHARD DENIS THOMAS	Client	NEO	5	2	1	0	0	2	0	0	0	0	0	42
6232	CABINET FONTAINE ALEXANDRE HENRY	Prospect	Clématis	1	1	0	0	0	0	0	0	0	0	0	94
6233	MEYER Frédéric	Prospect	AvocatOnline	16	4	3	6	2	0	1	0	0	0	0	75
6234	THOMAS , GERARD	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	93
6235	COLIN AVOCATS	Client	NEO	2	1	1	0	0	0	0	0	0	0	0	04
6236	GARCIA	Client	ADAPPS	10	3	2	3	1	0	0	1	0	0	0	62
6237	SCP BRUN ANDRE LEROUX GUERIN	Prospect	AvocatOnline	2	1	0	1	0	0	0	0	0	0	0	33
6238	MICHEL	Client	ADAPPS	6	2	2	0	0	0	1	0	1	0	0	75
6239	GIRARD Bernard	Client	AIR	14	4	3	2	4	0	0	0	1	0	0	75
6240	GAUTHIER , PAUL	Client	NEO	1	1	0	0	0	0	0	0	0	0	0	37
6241	SELARL MEUNIER DUFOUR GAUTHIER	Client	NEO	12	3	2	4	2	0	0	0	1	0	0	75
6242	SELARL DUFOUR PEREZ ANDRE	Client	AIR	6	2	1	2	1	0	0	0	0	0	0	38
6243	CHEVALIER , ROY	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	86
6244	CHEVALIER, VINCENT, BENOIT ET ASSOCIES	Client	NEO	10	3	2	2	1	0	1	0	1	0	0	92
6245	LECLERC, GUILLOT, JOLY & ASSOCIES	Client	NEO	3	2	1	0	0	0	0	0	0	0	0	75
6246	RENAUD, LEROY, GERARD & ASSOCIES	Prospect	AvocatOnline	19	4	3	7	4	1	0	0	0	0	0	49
6247	MEUNIER	Client	NEO	2	1	0	1	0	0	0	0	0	0	0	94
6248	DURAND EXPERTISE (13008)	Prospect	Jarvis	6	2	2	1	0	0	0	1	0	0	0	93
6249	GAUTHIER	Prospect	PolyOffice	1	1	0	0	0	0	0	0	0	0	0	75
6250	FAURE, GIRARD, ROCHE ET ASSOCIES	Client	AIR	2	1	1	0	0	0	0	0	0	0	0	75
6251	MARTIN AVOCATS ROUEN	Client	AIR	9	2	2	1	1	0	0	2	0	1	0	95
6252	GERARD Claude	Prospect	PolyOffice	8	2	2	2	1	0	0	0	1	0	0	31
6253	SCP PIERRE NICOLAS BENOIT MASSON	Prospect	AvocatOnline	2	1	1	0	0	0	0	0	0	0	0	67
6254	DUBOIS	Prospect	Kléos	4	2	0	0	0	2	0	0	0	0	0	93
6255	LEROY IMMOBILIER BLOIS	Client	ADAPPS	14	3	3	4	2	0	1	0	0	1	0	75
6256	CABINET BARBIER GERARD	Prospect	AvocatOnline	1	1	0	0	0	0	0	0	0	0	0	75
6257	FOURNIER ET BARBIER	Client	AIR	1	1	0	0	0	0	0	0	0	0	0	55
6258	LAURENT SOCIAL (13014)	Prospect	Clématis	10	3	2	3	2	0	0	0	0	0	0	75
6259	DUBOIS CONSEIL TOULOUSE	Client	AIR	2	1	0	1	0	0	0	0	0	0	0	92
6260	CABINET BONNET CHARLES BERTRAND	Prospect	AvocatOnline	27	4	4	11	6	1	0	0	0	0	1	92
